Longitude,Latitude,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
61.555,36.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.826557873827987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.519,39.209,4.509608564232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.757,39.182,0.0,0.0,0.0,0.0,0.0,0.0,0.8097380357327999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.082,45.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23728648,0.0,0.0,0.0,0.0,0.0,0.0,6.2172124009714365,0.0,
61.56,36.402,0.0,0.0,0.0,0.929006787576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0505656310995262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.534,38.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1401344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.796,37.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2913035200000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.74,39.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.602666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.179,39.725,0.0,0.0,0.0,4.59686475648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.142745040000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.835,39.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.929056226365354,1.3505472261384528,0.0,2.033592102048,0.0,0.0,0.0,0.0,0.0,0.0,5.2298422346879985,1.7800349652222676,0.0,0.0
54.587,39.426,0.0,0.0,0.0,0.0,0.0,0.0,21.934147199999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.927,37.717,0.0,0.0,0.0,0.0,0.0,0.0,15.170495385599999,0.0,,0.0,0.8296728855168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.417,40.374,15.948461565599999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.908,38.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6500712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.689,37.907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
63.281,37.581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.868595199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.586,36.521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.162761857088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.612,37.998,0.0,0.0,0.0,0.0,0.0,5.498737439999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.305,40.791,3.2187779085600003,0.0,5.790486805007999,2.1733807552321114,0.3096422939072861,16.164800474761098,7.288757241618133,2.3227479815645653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.027440255576,4.867899256271999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.653,36.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5870607920653421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.102630702784,0.0,0.0,0.0
